id;resi;nama_penerima;alamat_tujuan;kota_asal;kota_tujuan;berat;biaya;status;id_layanan;id_klasifikasi;id_kurir;created_at
649;SWF-20260401-0649;Agus Setiawan;Jl. Mangga Dua No. 94;Depok;Tangerang;21.525000;240250.000000;terkirim;1;2;4;2026-04-01 15:53:29
650;SWF-20260402-0650;Hendra Wijaya;Jl. Kamboja No. 72;Bandung;Jakarta Selatan;15.015000;145120.000000;terkirim;4;2;5;2026-04-02 13:17:41
651;SWF-20260402-0651;Budi Santoso;Jl. Diponegoro No. 85;Bekasi;Semarang;40.964000;919280.000000;terkirim;2;3;5;2026-04-02 13:37:01
652;SWF-20260402-0652;Siti Rahma;Jl. Ahmad Yani No. 11;Bandung;Yogyakarta;12.908667;154086.666667;terkirim;1;2;6;2026-04-02 16:00:12
653;SWF-20260402-0653;Toni Hermanto;Jl. Kebon Jeruk No. 137;Yogyakarta;Jakarta Timur;2.210000;17680.000000;terkirim;4;1;6;2026-04-02 22:33:02
654;SWF-20260403-0654;Agus Setiawan;Jl. Cempaka No. 18;Bogor;Tangerang;11.396000;252920.000000;terkirim;2;2;5;2026-04-03 01:18:08
655;SWF-20260403-0655;Maya Kartika;Jl. Sudirman No. 49;Yogyakarta;Tangerang;71.175000;811750.000000;terkirim;1;3;5;2026-04-03 03:50:30
656;SWF-20260404-0656;Sri Wahyuni;Jl. Mangga Dua No. 53;Jakarta Timur;Jakarta Pusat;2.035000;16280.000000;terkirim;4;1;6;2026-04-04 13:49:48
657;SWF-20260404-0657;Hendra Wijaya;Jl. Mangga Dua No. 142;Jakarta Selatan;Jakarta Barat;7.410000;148200.000000;terkirim;2;1;4;2026-04-04 18:06:33
658;SWF-20260404-0658;Andi Pratama;Jl. Sudirman No. 64;Jakarta Barat;Bandung;2.160000;75600.000000;terkirim;3;1;4;2026-04-04 18:36:10
659;SWF-20260405-0659;Dian Sasmita;Jl. Raya Bogor No. 84;Jakarta Pusat;Yogyakarta;3.831667;134108.333333;terkirim;3;1;5;2026-04-05 09:12:36
660;SWF-20260405-0660;Andi Pratama;Jl. Kebon Jeruk No. 114;Jakarta Barat;Tangerang;15.840000;341800.000000;terkirim;2;2;4;2026-04-05 10:28:51
661;SWF-20260405-0661;Toni Hermanto;Jl. Gatot Subroto No. 127;Jakarta Timur;Karawang;5.984000;47872.000000;terkirim;4;1;4;2026-04-05 17:07:34
662;SWF-20260405-0662;Dewi Lestari;Jl. Thamrin No. 101;Surabaya;Bandung;2.856000;28560.000000;terkirim;1;1;4;2026-04-05 20:46:15
663;SWF-20260406-0663;Hadi Sunyoto;Jl. Diponegoro No. 4;Bandung;Jakarta Selatan;6.844000;68440.000000;terkirim;1;1;6;2026-04-06 01:06:39
664;SWF-20260406-0664;Andi Pratama;Jl. Diponegoro No. 4;Semarang;Jakarta Pusat;16.050167;185501.666667;terkirim;1;2;4;2026-04-06 07:19:38
665;SWF-20260406-0665;Lestari Wulandari;Jl. Kamboja No. 40;Jakarta Barat;Jakarta Pusat;45.767333;557673.333333;terkirim;1;3;4;2026-04-06 16:42:07
666;SWF-20260406-0666;Wati Kurnia;Jl. Diponegoro No. 1;Jakarta Barat;Jakarta Pusat;24.544000;515880.000000;terkirim;2;2;6;2026-04-06 20:27:34
667;SWF-20260406-0667;Agus Setiawan;Jl. Kamboja No. 44;Jakarta Selatan;Depok;9.698333;96983.333333;terkirim;1;1;5;2026-04-06 23:21:36
668;SWF-20260407-0668;Dian Sasmita;Jl. Diponegoro No. 46;Tangerang;Bandung;18.304000;391080.000000;terkirim;2;2;6;2026-04-07 03:06:10
669;SWF-20260407-0669;Andi Pratama;Jl. Kamboja No. 95;Depok;Semarang;0.918333;18366.666667;terkirim;2;1;4;2026-04-07 11:30:49
670;SWF-20260408-0670;Agus Setiawan;Jl. Cempaka No. 72;Jakarta Timur;Jakarta Selatan;7.293000;58344.000000;terkirim;4;1;5;2026-04-08 12:45:06
671;SWF-20260408-0671;Wati Kurnia;Jl. Melati No. 36;Semarang;Surabaya;25.399500;228196.000000;terkirim;4;2;6;2026-04-08 14:20:17
672;SWF-20260408-0672;Maya Kartika;Jl. Cempaka No. 135;Bandung;Semarang;5.320000;186200.000000;terkirim;3;1;4;2026-04-08 19:01:41
673;SWF-20260409-0673;Siti Rahma;Jl. Ahmad Yani No. 16;Bekasi;Tangerang;14.382000;312640.000000;terkirim;2;2;5;2026-04-09 03:00:28
674;SWF-20260409-0674;Siti Rahma;Jl. Ahmad Yani No. 37;Tangerang;Semarang;7.904000;79040.000000;terkirim;1;1;4;2026-04-09 09:04:12
675;SWF-20260409-0675;Dewi Lestari;Jl. Merdeka No. 38;Bekasi;Jakarta Timur;2.596667;25966.666667;terkirim;1;1;5;2026-04-09 20:55:38
676;SWF-20260410-0676;Siti Rahma;Jl. Raya Bogor No. 121;Tangerang;Semarang;6.413000;224455.000000;terkirim;3;1;4;2026-04-10 07:21:39
677;SWF-20260410-0677;Hadi Sunyoto;Jl. Thamrin No. 3;Tangerang;Bogor;38.986667;1464533.333333;terkirim;3;3;4;2026-04-10 09:25:28
678;SWF-20260410-0678;Hadi Sunyoto;Jl. Kenanga No. 33;Yogyakarta;Jakarta Barat;6.567667;52541.333333;terkirim;4;1;6;2026-04-10 12:52:25
679;SWF-20260410-0679;Lestari Wulandari;Jl. Kenanga No. 98;Jakarta Timur;Jakarta Pusat;20.672000;748520.000000;terkirim;3;2;4;2026-04-10 17:23:28
680;SWF-20260410-0680;Budi Santoso;Jl. Pahlawan No. 73;Jakarta Timur;Bandung;2.553000;25530.000000;terkirim;1;1;5;2026-04-10 20:07:37
681;SWF-20260411-0681;Andi Pratama;Jl. Gatot Subroto No. 146;Bandung;Jakarta Pusat;2.840000;99400.000000;terkirim;3;1;5;2026-04-11 05:12:29
682;SWF-20260412-0682;Hadi Sunyoto;Jl. Kebon Jeruk No. 81;Semarang;Tangerang;5.243333;183516.666667;terkirim;3;1;6;2026-04-12 04:33:49
683;SWF-20260412-0683;Budi Santoso;Jl. Kenanga No. 123;Bandung;Jakarta Pusat;6.815000;54520.000000;terkirim;4;1;6;2026-04-12 05:50:30
684;SWF-20260412-0684;Siti Rahma;Jl. Thamrin No. 129;Karawang;Semarang;44.979333;999586.666667;terkirim;2;3;5;2026-04-12 12:20:53
685;SWF-20260412-0685;Sri Wahyuni;Jl. Pahlawan No. 54;Bandung;Surabaya;6.703833;67038.333333;terkirim;1;1;4;2026-04-12 12:33:46
686;SWF-20260412-0686;Eko Prasetyo;Jl. Melati No. 44;Depok;Jakarta Timur;7.560000;264600.000000;terkirim;3;1;4;2026-04-12 14:19:47
687;SWF-20260413-0687;Andi Pratama;Jl. Flamboyan No. 36;Jakarta Selatan;Surabaya;10.080000;377800.000000;terkirim;3;2;5;2026-04-13 07:39:41
688;SWF-20260413-0688;Hadi Sunyoto;Jl. Melati No. 96;Jakarta Selatan;Yogyakarta;51.232667;1893143.333333;terkirim;3;3;4;2026-04-13 08:13:05
689;SWF-20260414-0689;Gita Saraswati;Jl. Merdeka No. 40;Jakarta Selatan;Bekasi;17.690000;201900.000000;terkirim;1;2;5;2026-04-14 12:54:18
690;SWF-20260414-0690;Eko Prasetyo;Jl. Flamboyan No. 28;Jakarta Selatan;Jakarta Barat;14.950000;324000.000000;terkirim;2;2;5;2026-04-14 13:20:13
691;SWF-20260414-0691;Toni Hermanto;Jl. Kebon Jeruk No. 122;Jakarta Selatan;Bekasi;12.534667;275693.333333;terkirim;2;2;4;2026-04-14 19:04:57
692;SWF-20260414-0692;Sari Indah;Jl. Kenanga No. 16;Semarang;Bekasi;28.058333;305583.333333;terkirim;1;2;4;2026-04-14 23:46:07
693;SWF-20260415-0693;Dewi Lestari;Jl. Gatot Subroto No. 37;Jakarta Selatan;Bekasi;9.760000;78080.000000;terkirim;4;1;6;2026-04-15 06:46:04
694;SWF-20260415-0694;Rahmat Hidayat;Jl. Cempaka No. 88;Semarang;Depok;9.765000;78120.000000;terkirim;4;1;5;2026-04-15 06:47:11
695;SWF-20260415-0695;Maya Kartika;Jl. Kenanga No. 3;Karawang;Surabaya;3.103333;108616.666667;terkirim;3;1;6;2026-04-15 11:02:11
696;SWF-20260415-0696;Eko Prasetyo;Jl. Diponegoro No. 128;Bekasi;Jakarta Selatan;33.769333;437693.333333;terkirim;1;3;4;2026-04-15 14:21:40
697;SWF-20260415-0697;Sari Indah;Jl. Kebon Jeruk No. 49;Tangerang;Semarang;23.673667;498473.333333;terkirim;2;2;4;2026-04-15 17:52:23
698;SWF-20260415-0698;Budi Santoso;Jl. Raya Bogor No. 79;Karawang;Jakarta Selatan;51.294667;510357.333333;terkirim;4;3;5;2026-04-15 19:03:36
699;SWF-20260416-0699;Agus Setiawan;Jl. Thamrin No. 118;Tangerang;Bekasi;12.800000;127400.000000;terkirim;4;2;5;2026-04-16 07:26:25
700;SWF-20260416-0700;Dian Sasmita;Jl. Ahmad Yani No. 23;Semarang;Jakarta Selatan;2.604000;26040.000000;terkirim;1;1;6;2026-04-16 07:44:02
701;SWF-20260416-0701;Maya Kartika;Jl. Sudirman No. 75;Tangerang;Jakarta Barat;34.453333;375626.666667;terkirim;4;3;4;2026-04-16 10:27:28
702;SWF-20260416-0702;Wati Kurnia;Jl. Kenanga No. 2;Bekasi;Jakarta Barat;24.962667;898693.333333;terkirim;3;2;5;2026-04-16 15:50:04
703;SWF-20260416-0703;Sari Indah;Jl. Merdeka No. 7;Jakarta Timur;Tangerang;32.933333;758666.666667;terkirim;2;3;5;2026-04-16 21:05:22
704;SWF-20260417-0704;Sri Wahyuni;Jl. Sudirman No. 148;Tangerang;Jakarta Timur;19.194667;696813.333333;terkirim;3;2;4;2026-04-17 03:08:46
705;SWF-20260417-0705;Siti Rahma;Jl. Ahmad Yani No. 148;Semarang;Tangerang;17.200000;627000.000000;terkirim;3;2;4;2026-04-17 03:37:36
706;SWF-20260417-0706;Maya Kartika;Jl. Diponegoro No. 8;Bandung;Semarang;15.273333;177733.333333;terkirim;1;2;6;2026-04-17 11:44:44
707;SWF-20260417-0707;Joko Susilo;Jl. Pahlawan No. 77;Jakarta Barat;Bandung;17.042333;195423.333333;terkirim;1;2;4;2026-04-17 18:00:27
708;SWF-20260417-0708;Agus Setiawan;Jl. Flamboyan No. 32;Jakarta Selatan;Jakarta Barat;10.879000;133790.000000;terkirim;1;2;5;2026-04-17 19:17:10
709;SWF-20260419-0709;Toni Hermanto;Jl. Merdeka No. 106;Jakarta Selatan;Karawang;7.182000;57456.000000;terkirim;4;1;6;2026-04-19 04:58:12
710;SWF-20260419-0710;Budi Santoso;Jl. Thamrin No. 146;Surabaya;Bandung;3.091667;108208.333333;terkirim;3;1;6;2026-04-19 12:37:54
711;SWF-20260419-0711;Andi Pratama;Jl. Ahmad Yani No. 50;Bandung;Jakarta Pusat;11.856000;262120.000000;terkirim;2;2;5;2026-04-19 17:33:01
712;SWF-20260419-0712;Siti Rahma;Jl. Pahlawan No. 22;Yogyakarta;Semarang;8.580000;68640.000000;terkirim;4;1;4;2026-04-19 20:38:39
713;SWF-20260420-0713;Toni Hermanto;Jl. Cempaka No. 132;Tangerang;Jakarta Barat;7.840000;274400.000000;terkirim;3;1;4;2026-04-20 02:08:10
714;SWF-20260420-0714;Toni Hermanto;Jl. Cempaka No. 115;Tangerang;Surabaya;8.433333;67466.666667;terkirim;4;1;4;2026-04-20 08:33:40
715;SWF-20260420-0715;Rahmat Hidayat;Jl. Flamboyan No. 43;Jakarta Pusat;Bandung;20.398000;738930.000000;terkirim;3;2;4;2026-04-20 09:53:45
716;SWF-20260421-0716;Dewi Lestari;Jl. Mawar No. 63;Jakarta Selatan;Depok;15.162000;555670.000000;terkirim;3;2;4;2026-04-21 09:14:19
717;SWF-20260421-0717;Eko Prasetyo;Jl. Melati No. 60;Karawang;Jakarta Selatan;16.736333;359726.666667;terkirim;2;2;6;2026-04-21 14:04:17
718;SWF-20260421-0718;Wati Kurnia;Jl. Cempaka No. 82;Bekasi;Jakarta Barat;6.813333;54506.666667;terkirim;4;1;5;2026-04-21 19:16:26
719;SWF-20260422-0719;Dewi Lestari;Jl. Melati No. 99;Jakarta Barat;Surabaya;1.104000;11040.000000;terkirim;1;1;5;2026-04-22 18:05:00
720;SWF-20260423-0720;Hadi Sunyoto;Jl. Sudirman No. 87;Surabaya;Jakarta Pusat;4.620000;36960.000000;terkirim;4;1;5;2026-04-23 01:58:57
721;SWF-20260423-0721;Rahmat Hidayat;Jl. Melati No. 127;Bandung;Jakarta Pusat;32.640000;361120.000000;terkirim;4;3;4;2026-04-23 05:08:22
722;SWF-20260423-0722;Sari Indah;Jl. Merdeka No. 36;Jakarta Selatan;Tangerang;12.761667;152616.666667;terkirim;1;2;6;2026-04-23 10:40:46
723;SWF-20260423-0723;Sari Indah;Jl. Ahmad Yani No. 13;Depok;Jakarta Selatan;21.614667;781513.333333;terkirim;3;2;4;2026-04-23 10:48:40
724;SWF-20260423-0724;Lestari Wulandari;Jl. Diponegoro No. 150;Tangerang;Yogyakarta;21.216667;449333.333333;terkirim;2;2;5;2026-04-23 15:16:11
725;SWF-20260423-0725;Toni Hermanto;Jl. Pahlawan No. 24;Depok;Bekasi;7.516667;150333.333333;terkirim;2;1;4;2026-04-23 17:31:51
726;SWF-20260423-0726;Budi Santoso;Jl. Kebon Jeruk No. 120;Tangerang;Jakarta Barat;14.628000;317560.000000;terkirim;2;2;6;2026-04-23 18:16:51
727;SWF-20260423-0727;Eko Prasetyo;Jl. Diponegoro No. 130;Jakarta Selatan;Jakarta Barat;20.925333;192402.666667;terkirim;4;2;6;2026-04-23 20:52:13
728;SWF-20260424-0728;Andi Pratama;Jl. Cempaka No. 43;Surabaya;Depok;7.406000;74060.000000;terkirim;1;1;4;2026-04-24 02:13:21
729;SWF-20260425-0729;Andi Pratama;Jl. Merdeka No. 122;Surabaya;Karawang;26.409167;289091.666667;terkirim;1;2;4;2026-04-25 04:43:04
730;SWF-20260425-0730;Sri Wahyuni;Jl. Cempaka No. 131;Bekasi;Jakarta Pusat;27.588000;300880.000000;terkirim;1;2;6;2026-04-25 05:20:59
731;SWF-20260425-0731;Roni Wijaya;Jl. Kenanga No. 46;Bandung;Depok;71.199333;669594.666667;terkirim;4;3;6;2026-04-25 11:35:18
732;SWF-20260425-0732;Agus Setiawan;Jl. Sudirman No. 10;Bandung;Depok;9.360000;93600.000000;terkirim;1;1;4;2026-04-25 16:04:19
733;SWF-20260425-0733;Agus Setiawan;Jl. Pahlawan No. 69;Bogor;Jakarta Barat;10.044000;376540.000000;terkirim;3;2;6;2026-04-25 18:12:19
734;SWF-20260426-0734;Hadi Sunyoto;Jl. Kamboja No. 79;Yogyakarta;Jakarta Barat;4.650000;93000.000000;terkirim;2;1;5;2026-04-26 02:10:29
735;SWF-20260426-0735;Toni Hermanto;Jl. Cempaka No. 86;Jakarta Pusat;Jakarta Barat;4.221167;42211.666667;terkirim;1;1;5;2026-04-26 10:20:34
736;SWF-20260427-0736;Toni Hermanto;Jl. Ahmad Yani No. 12;Jakarta Pusat;Surabaya;23.523500;495470.000000;terkirim;2;2;4;2026-04-27 15:28:13
737;SWF-20260428-0737;Lestari Wulandari;Jl. Flamboyan No. 126;Yogyakarta;Bekasi;39.816000;1493560.000000;terkirim;3;3;5;2026-04-28 02:34:22
738;SWF-20260429-0738;Lestari Wulandari;Jl. Kamboja No. 29;Depok;Yogyakarta;4.256000;34048.000000;terkirim;4;1;6;2026-04-29 04:16:13
739;SWF-20260429-0739;Joko Susilo;Jl. Cempaka No. 93;Jakarta Barat;Semarang;6.902000;69020.000000;terkirim;1;1;6;2026-04-29 23:05:18
740;SWF-20260430-0740;Andi Pratama;Jl. Mawar No. 85;Tangerang;Surabaya;23.152500;488050.000000;terkirim;2;2;6;2026-04-30 06:58:55
741;SWF-20260430-0741;Wati Kurnia;Jl. Flamboyan No. 146;Semarang;Bekasi;2.024000;16192.000000;terkirim;4;1;4;2026-04-30 09:25:52
742;SWF-20260430-0742;Dian Sasmita;Jl. Thamrin No. 78;Bogor;Depok;1.551000;12408.000000;terkirim;4;1;4;2026-04-30 09:38:40
743;SWF-20260430-0743;Hendra Wijaya;Jl. Merdeka No. 111;Bekasi;Yogyakarta;1.120000;22400.000000;terkirim;2;1;5;2026-04-30 16:05:25
744;SWF-20260430-0744;Andi Pratama;Jl. Diponegoro No. 51;Tangerang;Surabaya;5.953333;59533.333333;terkirim;1;1;5;2026-04-30 17:35:18
745;SWF-20260501-0745;Agus Setiawan;Jl. Mangga Dua No. 78;Bandung;Depok;17.680000;378600.000000;terkirim;2;2;4;2026-05-01 05:13:25
746;SWF-20260501-0746;Roni Wijaya;Jl. Raya Bogor No. 79;Jakarta Selatan;Bekasi;29.980500;264844.000000;terkirim;4;2;4;2026-05-01 11:20:39
747;SWF-20260501-0747;Yanto Sukarno;Jl. Flamboyan No. 91;Tangerang;Karawang;44.919000;549190.000000;terkirim;1;3;4;2026-05-01 15:04:07
748;SWF-20260502-0748;Hendra Wijaya;Jl. Pahlawan No. 149;Karawang;Bekasi;16.089667;185896.666667;terkirim;1;2;5;2026-05-02 11:49:31
749;SWF-20260502-0749;Hadi Sunyoto;Jl. Flamboyan No. 14;Jakarta Selatan;Jakarta Pusat;8.770667;87706.666667;terkirim;1;1;6;2026-05-02 11:59:24
750;SWF-20260502-0750;Maya Kartika;Jl. Sudirman No. 53;Karawang;Jakarta Timur;12.483000;274660.000000;terkirim;2;2;6;2026-05-02 18:42:50
751;SWF-20260503-0751;Roni Wijaya;Jl. Ahmad Yani No. 18;Jakarta Pusat;Jakarta Barat;6.966667;139333.333333;terkirim;2;1;4;2026-05-03 00:54:49
752;SWF-20260503-0752;Sri Wahyuni;Jl. Sudirman No. 32;Depok;Bogor;15.620000;571700.000000;terkirim;3;2;6;2026-05-03 12:32:44
753;SWF-20260503-0753;Budi Santoso;Jl. Thamrin No. 37;Yogyakarta;Surabaya;15.500000;335000.000000;terkirim;2;2;5;2026-05-03 20:21:47
754;SWF-20260504-0754;Toni Hermanto;Jl. Mawar No. 71;Tangerang;Bogor;16.663500;158308.000000;terkirim;4;2;4;2026-05-04 21:40:15
755;SWF-20260504-0755;Sri Wahyuni;Jl. Merdeka No. 149;Depok;Jakarta Pusat;9.075000;181500.000000;terkirim;2;1;6;2026-05-04 22:23:20
756;SWF-20260505-0756;Yanto Sukarno;Jl. Kebon Jeruk No. 90;Yogyakarta;Karawang;13.275000;290500.000000;terkirim;2;2;4;2026-05-05 03:20:48
757;SWF-20260505-0757;Siti Rahma;Jl. Mangga Dua No. 78;Tangerang;Jakarta Selatan;48.043333;1060866.666667;terkirim;2;3;6;2026-05-05 04:07:37
758;SWF-20260505-0758;Lestari Wulandari;Jl. Mawar No. 150;Bandung;Tangerang;0.585000;11700.000000;terkirim;2;1;4;2026-05-05 04:26:24
759;SWF-20260505-0759;Toni Hermanto;Jl. Melati No. 60;Semarang;Yogyakarta;4.906667;39253.333333;terkirim;4;1;5;2026-05-05 09:39:05
760;SWF-20260505-0760;Agus Setiawan;Jl. Sudirman No. 19;Bogor;Bekasi;3.536000;35360.000000;terkirim;1;1;5;2026-05-05 12:40:32
761;SWF-20260505-0761;Roni Wijaya;Jl. Kebon Jeruk No. 65;Bogor;Karawang;10.196667;228933.333333;terkirim;2;2;6;2026-05-05 19:42:39
762;SWF-20260506-0762;Agus Setiawan;Jl. Kebon Jeruk No. 9;Semarang;Jakarta Timur;5.786667;57866.666667;terkirim;1;1;4;2026-05-06 03:14:06
763;SWF-20260506-0763;Maya Kartika;Jl. Kamboja No. 129;Bekasi;Tangerang;5.346000;42768.000000;terkirim;4;1;5;2026-05-06 09:37:57
764;SWF-20260506-0764;Hendra Wijaya;Jl. Ahmad Yani No. 31;Bogor;Jakarta Barat;10.954667;134546.666667;terkirim;1;2;5;2026-05-06 10:34:08
765;SWF-20260506-0765;Dewi Lestari;Jl. Raya Bogor No. 20;Karawang;Surabaya;37.493333;1412266.666667;terkirim;3;3;6;2026-05-06 15:41:11
766;SWF-20260507-0766;Andi Pratama;Jl. Merdeka No. 9;Bekasi;Bogor;13.043333;155433.333333;terkirim;1;2;4;2026-05-07 01:02:21
767;SWF-20260507-0767;Toni Hermanto;Jl. Gatot Subroto No. 145;Bandung;Semarang;2.394000;19152.000000;terkirim;4;1;6;2026-05-07 05:30:49
768;SWF-20260507-0768;Siti Rahma;Jl. Mangga Dua No. 11;Jakarta Selatan;Jakarta Pusat;34.212667;1297443.333333;terkirim;3;3;5;2026-05-07 14:08:00
769;SWF-20260508-0769;Budi Santoso;Jl. Kebon Jeruk No. 137;Bandung;Tangerang;11.360000;138600.000000;terkirim;1;2;5;2026-05-08 15:22:52
770;SWF-20260509-0770;Wati Kurnia;Jl. Diponegoro No. 30;Bogor;Jakarta Selatan;17.765000;646775.000000;terkirim;3;2;4;2026-05-09 01:16:19
771;SWF-20260509-0771;Budi Santoso;Jl. Pahlawan No. 106;Yogyakarta;Karawang;1.127500;11275.000000;terkirim;1;1;4;2026-05-09 06:51:42
772;SWF-20260509-0772;Sari Indah;Jl. Melati No. 90;Bandung;Yogyakarta;8.350333;66802.666667;terkirim;4;1;6;2026-05-09 09:27:44
773;SWF-20260509-0773;Gita Saraswati;Jl. Kebon Jeruk No. 127;Yogyakarta;Semarang;22.990000;829650.000000;terkirim;3;2;6;2026-05-09 11:51:10
774;SWF-20260509-0774;Lestari Wulandari;Jl. Ahmad Yani No. 14;Bekasi;Bogor;10.800000;241000.000000;terkirim;2;2;6;2026-05-09 14:36:29
775;SWF-20260509-0775;Agus Setiawan;Jl. Mawar No. 37;Jakarta Pusat;Depok;17.952000;204520.000000;terkirim;1;2;4;2026-05-09 14:47:49
776;SWF-20260509-0776;Hendra Wijaya;Jl. Gatot Subroto No. 16;Depok;Surabaya;8.614000;68912.000000;terkirim;4;1;5;2026-05-09 16:53:05
777;SWF-20260510-0777;Dewi Lestari;Jl. Cempaka No. 137;Jakarta Pusat;Yogyakarta;9.032333;316131.666667;terkirim;3;1;6;2026-05-10 04:09:04
778;SWF-20260510-0778;Budi Santoso;Jl. Melati No. 112;Tangerang;Semarang;5.213333;41706.666667;terkirim;4;1;6;2026-05-10 12:25:28
779;SWF-20260510-0779;Maya Kartika;Jl. Mangga Dua No. 42;Tangerang;Karawang;1.906667;66733.333333;terkirim;3;1;5;2026-05-10 18:15:21
780;SWF-20260510-0780;Lestari Wulandari;Jl. Kenanga No. 10;Bandung;Depok;17.248000;197480.000000;terkirim;1;2;5;2026-05-10 21:08:57
781;SWF-20260510-0781;Eko Prasetyo;Jl. Flamboyan No. 5;Bogor;Jakarta Pusat;8.855000;70840.000000;terkirim;4;1;6;2026-05-10 21:14:37
782;SWF-20260511-0782;Rahmat Hidayat;Jl. Mangga Dua No. 142;Bekasi;Jakarta Selatan;15.609000;571315.000000;terkirim;3;2;5;2026-05-11 11:14:00
783;SWF-20260512-0783;Dian Sasmita;Jl. Sudirman No. 60;Jakarta Selatan;Yogyakarta;5.698000;45584.000000;terkirim;4;1;5;2026-05-12 03:18:11
784;SWF-20260512-0784;Andi Pratama;Jl. Mangga Dua No. 5;Surabaya;Bekasi;7.900000;276500.000000;terkirim;3;1;4;2026-05-12 07:47:37
785;SWF-20260512-0785;Rahmat Hidayat;Jl. Pahlawan No. 53;Bekasi;Surabaya;11.371500;115972.000000;terkirim;4;2;4;2026-05-12 11:55:20
786;SWF-20260512-0786;Lestari Wulandari;Jl. Cempaka No. 96;Bogor;Depok;3.705000;37050.000000;terkirim;1;1;4;2026-05-12 17:30:56
787;SWF-20260512-0787;Roni Wijaya;Jl. Melati No. 131;Yogyakarta;Semarang;24.975000;224800.000000;terkirim;4;2;4;2026-05-12 18:13:36
788;SWF-20260512-0788;Rahmat Hidayat;Jl. Gatot Subroto No. 58;Bandung;Karawang;65.520000;755200.000000;terkirim;1;3;4;2026-05-12 18:44:09
789;SWF-20260513-0789;Eko Prasetyo;Jl. Melati No. 69;Jakarta Barat;Surabaya;16.700667;359013.333333;sampai_tujuan;2;2;5;2026-05-13 00:03:56
790;SWF-20260513-0790;Agus Setiawan;Jl. Pahlawan No. 114;Yogyakarta;Tangerang;10.266667;127666.666667;terkirim;1;2;6;2026-05-13 18:40:41
791;SWF-20260513-0791;Joko Susilo;Jl. Diponegoro No. 138;Jakarta Barat;Bogor;8.901000;311535.000000;terkirim;3;1;4;2026-05-13 22:16:45
792;SWF-20260514-0792;Siti Rahma;Jl. Kamboja No. 51;Jakarta Timur;Karawang;1.420833;11366.666667;terkirim;4;1;6;2026-05-14 03:01:52
793;SWF-20260514-0793;Sari Indah;Jl. Cempaka No. 7;Yogyakarta;Jakarta Timur;6.175000;49400.000000;terkirim;4;1;5;2026-05-14 12:28:00
794;SWF-20260514-0794;Hendra Wijaya;Jl. Ahmad Yani No. 87;Bekasi;Surabaya;1.092500;38237.500000;terkirim;3;1;5;2026-05-14 23:25:38
795;SWF-20260517-0795;Toni Hermanto;Jl. Diponegoro No. 47;Yogyakarta;Bandung;7.250000;72500.000000;terkirim;1;1;6;2026-05-17 01:58:57
796;SWF-20260517-0796;Eko Prasetyo;Jl. Thamrin No. 131;Yogyakarta;Bandung;6.435000;225225.000000;terkirim;3;1;5;2026-05-17 09:56:05
797;SWF-20260517-0797;Sri Wahyuni;Jl. Melati No. 46;Jakarta Timur;Jakarta Pusat;29.640000;1062400.000000;terkirim;3;2;6;2026-05-17 10:00:30
798;SWF-20260517-0798;Dewi Lestari;Jl. Ahmad Yani No. 74;Depok;Karawang;12.958000;478530.000000;terkirim;3;2;6;2026-05-17 12:39:30
799;SWF-20260518-0799;Agus Setiawan;Jl. Kebon Jeruk No. 142;Karawang;Jakarta Timur;2.567500;51350.000000;terkirim;2;1;5;2026-05-18 04:04:58
800;SWF-20260518-0800;Maya Kartika;Jl. Cempaka No. 114;Karawang;Jakarta Timur;12.784000;152840.000000;terkirim;1;2;5;2026-05-18 07:37:13
801;SWF-20260518-0801;Andi Pratama;Jl. Ahmad Yani No. 91;Semarang;Jakarta Selatan;6.137000;122740.000000;terkirim;2;1;5;2026-05-18 20:05:31
802;SWF-20260518-0802;Rahmat Hidayat;Jl. Melati No. 10;Tangerang;Jakarta Selatan;21.533333;240333.333333;terkirim;1;2;6;2026-05-18 20:27:27
803;SWF-20260518-0803;Sri Wahyuni;Jl. Pahlawan No. 51;Depok;Karawang;11.484000;116872.000000;terkirim;4;2;4;2026-05-18 22:28:35
804;SWF-20260519-0804;Roni Wijaya;Jl. Merdeka No. 112;Jakarta Selatan;Karawang;2.688000;21504.000000;terkirim;4;1;5;2026-05-19 04:53:13
805;SWF-20260519-0805;Yanto Sukarno;Jl. Kamboja No. 136;Surabaya;Jakarta Timur;14.664000;142312.000000;terkirim;4;2;6;2026-05-19 07:50:51
806;SWF-20260520-0806;Hendra Wijaya;Jl. Ahmad Yani No. 57;Jakarta Selatan;Bekasi;35.878500;817570.000000;terkirim;2;3;5;2026-05-20 01:26:48
807;SWF-20260520-0807;Agus Setiawan;Jl. Mawar No. 102;Yogyakarta;Jakarta Timur;52.824000;1156480.000000;terkirim;2;3;5;2026-05-20 04:50:59
808;SWF-20260520-0808;Gita Saraswati;Jl. Melati No. 67;Surabaya;Bekasi;40.920000;427360.000000;terkirim;4;3;5;2026-05-20 12:15:12
809;SWF-20260521-0809;Joko Susilo;Jl. Melati No. 12;Depok;Karawang;12.172667;268453.333333;sampai_tujuan;2;2;6;2026-05-21 01:53:08
810;SWF-20260521-0810;Dian Sasmita;Jl. Merdeka No. 6;Semarang;Tangerang;10.010000;125100.000000;terkirim;1;2;4;2026-05-21 23:36:51
